"text";"label";"motivation";"channel";"Author";"Comment";"Published.At";"Likes"
"Drogen sind schlecht, mkay....und wenn ihr Drogen nehmt, seid ihr auch schlecht, mkay";"negativ";"The comment is negative. It expresses disapproval and criticism towards drug use, which includes cannabis.";"SPIEGEL";"@ZappelFly";"Drogen sind schlecht, mkay....und wenn ihr Drogen nehmt, seid ihr auch schlecht, mkay";"2024-05-07T21:35:48Z";0
"Was für ein Aufschrei, die AFD hätte nur den Vorschlag gemacht für das kiffen.";"negativ";"The comment is negative. It expresses disapproval and criticism by mentioning an 'outcry' and associating the proposal with the AFD in a negative context.";"SPIEGEL";"@markusruesch5129";"Was für ein Aufschrei, die AFD hätte nur den Vorschlag gemacht für das kiffen.";"2024-05-01T09:53:40Z";0
"Nie wieder CDU und CSU und der söder muss weg Alkohol is viel schlimmer kinder können ab 16 schon saufen 😢😢😢ich verstehe das nicht  

Und weil wir kein Alkohol trinken und ab und zu mal einen rauchen 🚬 🚬 🚬 🚬  sind wir kriminelle in denn augen anderer wo leben wir denn ??? Hört endlich mal auf und wacht mal auf";"negativ";"The comment is negative. It expresses frustration and criticism towards the current situation and policies regarding cannabis and alcohol.";"SPIEGEL";"@derdeutsche342";"Nie wieder CDU und CSU und der söder muss weg Alkohol is viel schlimmer kinder können ab 16 schon saufen 😢😢😢ich verstehe das nicht  

Und weil wir kein Alkohol trinken und ab und zu mal einen rauchen 🚬 🚬 🚬 🚬  sind wir kriminelle in denn augen anderer wo leben wir denn ??? Hört endlich mal auf und wacht mal auf";"2024-04-21T15:27:46Z";0
"Wieso sollte mein Konsum jemand anderes Leid sein.";"negativ";"The comment is negative. It expresses a defensive stance and implies disagreement with the idea that personal cannabis consumption should be a concern for others.";"SPIEGEL";"@otiscollins1945";"Wieso sollte mein Konsum jemand anderes Leid sein.";"2024-04-21T11:31:16Z";0
"Nach wie vor ist Cannabis die Einstiegsdroge für härtere Drogen";"negativ";"The comment is negative. It expresses concern and disapproval by stating that cannabis is a gateway drug to harder substances.";"SPIEGEL";"@MrMotherfuck123";"Nach wie vor ist Cannabis die Einstiegsdroge für härtere Drogen";"2024-04-20T17:43:43Z";0
"Ich war 14 und hab mein hirn weggeballert.... supertoll daumen hoch für euren club...und den Spiegel selten so oberflächlich erlebt";"negativ";"The comment is negative. It expresses sarcasm and criticism towards cannabis use and the publication, indicating disapproval.";"SPIEGEL";"@nikolatorgross";"Ich war 14 und hab mein hirn weggeballert.... supertoll daumen hoch für euren club...und den Spiegel selten so oberflächlich erlebt";"2024-04-20T17:37:19Z";0
"Ich finde es falsch zu legalisieren und bin nicht ü65 🙌🏼 ihr seid alle verloren";"negativ";"The comment is negative. It expresses disapproval of legalization and includes a critical statement about others.";"SPIEGEL";"@jurgdok9904";"Ich finde es falsch zu legalisieren und bin nicht ü65 🙌🏼 ihr seid alle verloren";"2024-04-17T08:07:19Z";0
"Sag die sollen Haze machen. Bringt beste Geld!";"positiv";"The comment is positive. It expresses support for cannabis legalization by suggesting it will bring good financial benefits.";"SPIEGEL";"@user-vu2dd1uc8p";"Sag die sollen Haze machen. Bringt beste Geld!";"2024-04-16T08:46:06Z";0
"Bringt nur vorteile";"positiv";"The comment is positive. It expresses support by stating that legalization 'brings only advantages'.";"SPIEGEL";"@manumontana1425";"Bringt nur vorteile";"2024-04-15T14:25:36Z";0
"Cannabis ist das beste Antidepressivum. Bei mäßigem Verzehr, nach kompetenter Rezeptur = keine Nebenwirkungen. Es wird nicht lange dauern, aus der Depression herauszukommen – gelinde gesagt. Ist es nicht an der Zeit, sich der Kontrolle chemischer Arzneimittel und insbesondere der „Weltgesundheitsorganisation“ zu entziehen?!";"positiv";"The comment is positive. It expresses support for cannabis as an antidepressant, mentions the lack of side effects with moderate use, and suggests a positive outcome for depression treatment.";"SPIEGEL";"@VijnaZatknisiaOcb";"Cannabis ist das beste Antidepressivum. Bei mäßigem Verzehr, nach kompetenter Rezeptur = keine Nebenwirkungen. Es wird nicht lange dauern, aus der Depression herauszukommen – gelinde gesagt. Ist es nicht an der Zeit, sich der Kontrolle chemischer Arzneimittel und insbesondere der „Weltgesundheitsorganisation“ zu entziehen?!";"2024-04-13T06:54:55Z";0
"Die Sollen mal lieber Glückspielautomaten in DE Verbieten und die Harmlosen Kiffer in ruhe Lassen nun ist es Legal und es soll so bleiben! Ich muß mir nichts von Alkohol und Glückspiel Lobbyisten sagen lassen ! CDU ist das aller letzte für mich ! ENDLICH IST CANNABIS LEGAL !";"positiv";"The comment is positive. It expresses support for cannabis legalization, happiness that it is now legal, and a desire for it to remain so. It also criticizes other issues like gambling and alcohol, but the predominant sentiment towards cannabis legalization is positive.";"SPIEGEL";"@anonymous5161";"Die Sollen mal lieber Glückspielautomaten in DE Verbieten und die Harmlosen Kiffer in ruhe Lassen nun ist es Legal und es soll so bleiben! Ich muß mir nichts von Alkohol und Glückspiel Lobbyisten sagen lassen ! CDU ist das aller letzte für mich ! ENDLICH IST CANNABIS LEGAL !";"2024-04-12T19:29:22Z";0
"Schlechte Berichterstattung!";"negativ";"The comment is negative. It expresses disapproval and criticism of the reporting.";"SPIEGEL";"@twosenseamun";"Schlechte Berichterstattung!";"2024-04-12T10:09:27Z";0
"Hier wird geeint und nicht gespaltet, das ist der Cannabisspirit!";"positiv";"The comment is positive. It expresses support and enthusiasm for cannabis legalization by highlighting unity and the positive spirit associated with cannabis.";"SPIEGEL";"@twosenseamun";"Hier wird geeint und nicht gespaltet, das ist der Cannabisspirit!";"2024-04-12T10:07:16Z";0
"Kiffen sieht man 😂";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@Roborobi4";"Kiffen sieht man 😂";"2024-04-12T08:45:01Z";1
"Wenn das Volk unruhig wird, dann muss man irgendwas machen...dann sind sie still.";"neutral/ohne Bezug";"The comment is neutral. It does not directly mention cannabis legalization and instead makes a general statement about pacifying the public.";"SPIEGEL";"@Zartes-Reh";"Wenn das Volk unruhig wird, dann muss man irgendwas machen...dann sind sie still.";"2024-04-11T20:34:25Z";1
"Wünsche Klaus viele Überstunden und dass seine Ärmel beim Hände waschen nass werden.

Die Spiegel Reportage ist so unfassbar lächerlich. Welcher 64 jährige hat das Ding geschrieben?";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@puebloescobar7382";"Wünsche Klaus viele Überstunden und dass seine Ärmel beim Hände waschen nass werden.

Die Spiegel Reportage ist so unfassbar lächerlich. Welcher 64 jährige hat das Ding geschrieben?";"2024-04-10T12:47:00Z";0
"dieser Anzugsträger da: glaubt der echt, als Cannabis noch illegal war, wurde es nicht konsumiert? ^^^es wurde auch schon 16jährigen Schülern konsumiert, die Dealer kamen teilweise an die Schulhöfe, niemand machte was dagegen.... toll. und jetzt wird sich aufgeregt! Ich kotze! DOPPELMORAL ohne ENDE!!!!!!!!!!!!!";"negativ";"The comment is negative. It expresses frustration, anger, and criticism towards the perceived hypocrisy and ineffectiveness of past cannabis prohibition efforts.";"SPIEGEL";"@conny-zk7et";"dieser Anzugsträger da: glaubt der echt, als Cannabis noch illegal war, wurde es nicht konsumiert? ^^^es wurde auch schon 16jährigen Schülern konsumiert, die Dealer kamen teilweise an die Schulhöfe, niemand machte was dagegen.... toll. und jetzt wird sich aufgeregt! Ich kotze! DOPPELMORAL ohne ENDE!!!!!!!!!!!!!";"2024-04-09T17:57:17Z";0
"Ist das noch Berichterstattung oder die Vertretung einer eigenen Meinung?! Kein Pro... nur Contra... . Schade lieber SPIEGEL, da bin ich besseres gewohnt...";"negativ";"The comment is negative. It expresses disappointment and criticism towards the perceived bias in the reporting on cannabis legalization.";"SPIEGEL";"@anykay2276";"Ist das noch Berichterstattung oder die Vertretung einer eigenen Meinung?! Kein Pro... nur Contra... . Schade lieber SPIEGEL, da bin ich besseres gewohnt...";"2024-04-08T09:19:42Z";1
"🚽🧻BILDSPIEGEL";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@MariaKomadanovic-uv4ob";"🚽🧻BILDSPIEGEL";"2024-04-08T01:50:24Z";1
"Ja der Markt ist schon gewachsen ...halt ohne Deutschland. 😂 To late to the Party.";"neutral/ohne Bezug";"The comment is neutral. It mentions the market growth and Germany being late to the party, but it does not express a clear opinion on cannabis legalization.";"SPIEGEL";"@cbitzenh";"Ja der Markt ist schon gewachsen ...halt ohne Deutschland. 😂 To late to the Party.";"2024-04-07T08:13:02Z";0
"Was die für Argumente haben gegen Cannabis ist so ein Blödsinn alkoholische Getränke darf ich vor Kinder trinken das stört niemanden obwohl Alkohol schlimmer ist als Cannabis ich kann es nicht verstehen";"negativ";"The comment is negative. It expresses frustration and criticism towards the arguments against cannabis legalization, comparing it unfavorably to alcohol.";"SPIEGEL";"@obelix0013";"Was die für Argumente haben gegen Cannabis ist so ein Blödsinn alkoholische Getränke darf ich vor Kinder trinken das stört niemanden obwohl Alkohol schlimmer ist als Cannabis ich kann es nicht verstehen";"2024-04-07T06:25:11Z";0
"Darauf kiffe ich mir ein 😊";"positiv";"The comment is positive. It expresses enthusiasm and includes a positive emoji.";"SPIEGEL";"@faridbang1639";"Darauf kiffe ich mir ein 😊";"2024-04-06T23:07:33Z";0
"Daniel ist ein Knecht soll die Fresse halten so ein Opfer 😂😂😂";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@faridbang1639";"Daniel ist ein Knecht soll die Fresse halten so ein Opfer 😂😂😂";"2024-04-06T23:05:39Z";1
"Ich wünschte man würde sich über die Corona impfungen so beschweren";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@liridonbytyqi4225";"Ich wünschte man würde sich über die Corona impfungen so beschweren";"2024-04-06T19:16:24Z";0
"Ich bin so high digga";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@yannic2222001";"Ich bin so high digga";"2024-04-06T12:32:55Z";0
"Wir haben es geschaft";"positiv";"The comment is positive. It expresses a sense of achievement and success.";"SPIEGEL";"@paulrex9912";"Wir haben es geschaft";"2024-04-06T09:54:13Z";0
"lese ""kontroverse cannabis"", klicke drauf, gebe disslike und verschwinde wieder von hier, was für ne kontroverse bitte?";"negativ";"The comment is negative. It expresses disapproval and frustration towards the controversy surrounding cannabis legalization, as indicated by the mention of giving a dislike and leaving.";"SPIEGEL";"@user-kh9rh1tp2k";"lese ""kontroverse cannabis"", klicke drauf, gebe disslike und verschwinde wieder von hier, was für ne kontroverse bitte?";"2024-04-05T20:43:51Z";0
"Das Thema ist nicht kontrovers. Man kann es nicht gut finden, aber es war der richtige Weg. Seit Corona habt ihr leider massiv an Glaubwürdigkeit eingebüßt. Da war es übrigens auch kein Problem mit einem riesigen Aufgebot irgendwelche sinnlosen Regeln durchzusetzen. 

Dass die Beamten arbeiten müssen um unschuldige Menschen zur Freiheit zu verhelfen ist ja wohl das Mindeste. Besonders weil das Ganze schon ewig feststand.";"neutral/ohne Bezug";"The comment is neutral. It mentions cannabis legalization but does not express a clear opinion. The focus is more on the credibility of authorities and their actions during the pandemic.";"SPIEGEL";"@WTfire10";"Das Thema ist nicht kontrovers. Man kann es nicht gut finden, aber es war der richtige Weg. Seit Corona habt ihr leider massiv an Glaubwürdigkeit eingebüßt. Da war es übrigens auch kein Problem mit einem riesigen Aufgebot irgendwelche sinnlosen Regeln durchzusetzen. 

Dass die Beamten arbeiten müssen um unschuldige Menschen zur Freiheit zu verhelfen ist ja wohl das Mindeste. Besonders weil das Ganze schon ewig feststand.";"2024-04-05T18:31:52Z";1
"SPD ist clever. Die wIssen wie aktuell deren Umfragewerte sind. Die sind im Keller des Kellers. Das Cannabis Gesetz ist deren Wähler Beschaffungsmassnahme. CDU ist dagegen und will es Rückgängig machen. Deshalb wissen die das die Kiffer sie wählen werden um die Rückabwicklung zu stoppen. Dasselbe mit Rezo. Der wird das Zerstörungsvideo der CDU Teil 2 machen. Neuerdings sind er und Lauterbach Best Friends. Das bringt auch einige Wähler wenn man die Jugend wieder manipuliert.";"neutral/ohne Bezug";"The comment is neutral. It discusses political strategies and opinions about parties' actions related to cannabis legalization but does not express a clear sentiment towards the legalization itself.";"SPIEGEL";"@kericsX";"SPD ist clever. Die wIssen wie aktuell deren Umfragewerte sind. Die sind im Keller des Kellers. Das Cannabis Gesetz ist deren Wähler Beschaffungsmassnahme. CDU ist dagegen und will es Rückgängig machen. Deshalb wissen die das die Kiffer sie wählen werden um die Rückabwicklung zu stoppen. Dasselbe mit Rezo. Der wird das Zerstörungsvideo der CDU Teil 2 machen. Neuerdings sind er und Lauterbach Best Friends. Das bringt auch einige Wähler wenn man die Jugend wieder manipuliert.";"2024-04-05T10:10:53Z";0
"DROGEN MÜSSEN VERBOTEN UND STÄRKER BESTRAFT WERDEN und nicht legalisiert!";"negativ";"The comment is negative. It expresses strong opposition to legalization and calls for stricter punishment for drugs.";"SPIEGEL";"@XSirApocalypseX";"DROGEN MÜSSEN VERBOTEN UND STÄRKER BESTRAFT WERDEN und nicht legalisiert!";"2024-04-05T09:08:44Z";1
"2:25 Blütne? Rainer, bist du’s?";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@AbsurdReal";"2:25 Blütne? Rainer, bist du’s?";"2024-04-04T22:02:47Z";0
"Bei denen die Gegen die Legalisierung sind sollte man sich vielleicht mal Fragen ob nicht ein Interesse an Geld besteht das vom Schwarzmarkt erwirtschaftet wird und die da mit drin hängen. Oder anderes wie weniger Alkoholkonsum dh weniger Steuern.";"positiv";"The comment is positive. It suggests that those opposing legalization might have ulterior motives, implying support for legalization by questioning the integrity of its opponents.";"SPIEGEL";"@bcfchris18";"Bei denen die Gegen die Legalisierung sind sollte man sich vielleicht mal Fragen ob nicht ein Interesse an Geld besteht das vom Schwarzmarkt erwirtschaftet wird und die da mit drin hängen. Oder anderes wie weniger Alkoholkonsum dh weniger Steuern.";"2024-04-04T20:06:43Z";0
"Das Land wird von journalistischen Totalversagern wie euch gespalten.";"negativ";"The comment is negative. It contains criticism and disapproval towards journalists, which indicates a negative sentiment.";"SPIEGEL";"@thisismyalias";"Das Land wird von journalistischen Totalversagern wie euch gespalten.";"2024-04-04T17:26:45Z";1
"Die heulen nicht weil sie mehr Arbeiten müssen, sondern über lange Zeit hinweg gesehen spart es eine menge Gerichtsurteile. 200.000 Verfahren weniger pro Jahr. Da kann der eine oder andere vielleicht in Zukunft um seinen Job bangen. Selbe doch bei den MPU die immer gegen eine legalisierung waren. Klar, wenn man Geld damit verdient andere zu bestrafen, dann möchte man diese Bestrafung ja auch nicht aufheben.";"neutral/ohne Bezug";"The comment is neutral. It discusses the potential impact of cannabis legalization on court cases and jobs without expressing a clear opinion for or against legalization.";"SPIEGEL";"@David_Raab";"Die heulen nicht weil sie mehr Arbeiten müssen, sondern über lange Zeit hinweg gesehen spart es eine menge Gerichtsurteile. 200.000 Verfahren weniger pro Jahr. Da kann der eine oder andere vielleicht in Zukunft um seinen Job bangen. Selbe doch bei den MPU die immer gegen eine legalisierung waren. Klar, wenn man Geld damit verdient andere zu bestrafen, dann möchte man diese Bestrafung ja auch nicht aufheben.";"2024-04-04T16:40:53Z";0
"Das ist kein ""Kampf ums Kiffen"", sondern ein Kampf gegen unfaire Bestrafung. Es geht nicht um Genuss. Es ist einfach nicht nachvollziehbar, warum die Gesellschaft Kiffer bestrafen möchte. Bei allem, was erlaubt ist. Das neue Gesetz ist leider noch sehr schlecht, aber ein Anfang. Drei Pflanzen werden eine Menge Leute total in die Illegalität schicken, wenn sie weit über 50g lagern, statt zu vernichten. Das werden schlimmere Strafen, als früher bei ständigen kleinen Einkäufen.";"negativ";"The comment is negative. It expresses criticism and concern about the new law, mentioning that it will push people into illegality and result in worse punishments.";"SPIEGEL";"@klausample";"Das ist kein ""Kampf ums Kiffen"", sondern ein Kampf gegen unfaire Bestrafung. Es geht nicht um Genuss. Es ist einfach nicht nachvollziehbar, warum die Gesellschaft Kiffer bestrafen möchte. Bei allem, was erlaubt ist. Das neue Gesetz ist leider noch sehr schlecht, aber ein Anfang. Drei Pflanzen werden eine Menge Leute total in die Illegalität schicken, wenn sie weit über 50g lagern, statt zu vernichten. Das werden schlimmere Strafen, als früher bei ständigen kleinen Einkäufen.";"2024-04-04T14:56:30Z";0
"Die Union und auch CSU sind wieder typisch - wir sind dagegen, weil unsere Bierbrauer, größtenteils aus Bayern, was die CSU betriffft, darunter leiden könnten und wenn dieses Gesetz schon sein muss, dann wollen wir, dass man Cannabis in Läden verkaufen kann, damit unsere Stammwähler, die Wirtschaftsbosse und Firmeneigentümer wenigstens ordentlich daran verdienen können...
Man merkt sofort, dass es bei den beiden Parteien, wie auch bei der FDP, niemals ums soziale, sondern immer ums Finanzielle geht.
Hauptsache abkassieren...";"negativ";"The comment is negative. It contains criticism and disapproval towards the political parties' stance on cannabis legalization, suggesting they are motivated by financial gain rather than social good.";"SPIEGEL";"@miguelito2364";"Die Union und auch CSU sind wieder typisch - wir sind dagegen, weil unsere Bierbrauer, größtenteils aus Bayern, was die CSU betriffft, darunter leiden könnten und wenn dieses Gesetz schon sein muss, dann wollen wir, dass man Cannabis in Läden verkaufen kann, damit unsere Stammwähler, die Wirtschaftsbosse und Firmeneigentümer wenigstens ordentlich daran verdienen können...
Man merkt sofort, dass es bei den beiden Parteien, wie auch bei der FDP, niemals ums soziale, sondern immer ums Finanzielle geht.
Hauptsache abkassieren...";"2024-04-04T13:19:16Z";1
"Die Legalisierung war schon lange überfällig.";"positiv";"The comment is positive. It expresses approval and suggests that the legalization was needed for a long time.";"SPIEGEL";"@snuff8250";"Die Legalisierung war schon lange überfällig.";"2024-04-04T09:15:11Z";1
"Das ist son bisschen typisch Deutsch wir müssen jetzt mehr arbeiten. Darüber zu jammern das man Leuten richtige Probleme bis Gefängnis erspart wind ich eigentlich ziemlich heftig.";"negativ";"The comment is negative. It expresses criticism and frustration about the situation, implying that people are complaining about sparing others from serious problems like imprisonment.";"SPIEGEL";"@saschawalmroth5465";"Das ist son bisschen typisch Deutsch wir müssen jetzt mehr arbeiten. Darüber zu jammern das man Leuten richtige Probleme bis Gefängnis erspart wind ich eigentlich ziemlich heftig.";"2024-04-04T09:00:13Z";0
"Die Prohibition war falsch. Cannabis ist nicht komplett ungefährlich, aber die Risiken sind bekannt, überschaubar und minimierbar. Die Vorteile einer Legalisierung sind deutlich höher. Der Staat sollte nicht den Bürger*innen vorschreiben, was sie konsumieren dürfen. Der Staat sollte ihnen ermöglichen zu konsumieren, was am besten zu ihnen passt. Das gilt auch für die vielen anderen Drogen, mindestens hunderte bis tausende sind derzeit bekannt. Ich bin deutlich gegen (über-)autoritäre Staatlichkeit und für Freiheit.";"positiv";"The comment is positive. It expresses support for cannabis legalization, highlights the benefits, and advocates for personal freedom over state control.";"SPIEGEL";"@Jakob.Hamburg";"Die Prohibition war falsch. Cannabis ist nicht komplett ungefährlich, aber die Risiken sind bekannt, überschaubar und minimierbar. Die Vorteile einer Legalisierung sind deutlich höher. Der Staat sollte nicht den Bürger*innen vorschreiben, was sie konsumieren dürfen. Der Staat sollte ihnen ermöglichen zu konsumieren, was am besten zu ihnen passt. Das gilt auch für die vielen anderen Drogen, mindestens hunderte bis tausende sind derzeit bekannt. Ich bin deutlich gegen (über-)autoritäre Staatlichkeit und für Freiheit.";"2024-04-04T02:49:41Z";0
"Die Gerechtigkeit hat gewonnen! 💚";"positiv";"The comment is positive. It expresses approval and happiness, and includes a positive emoji (green heart).";"SPIEGEL";"@sirkasper2895";"Die Gerechtigkeit hat gewonnen! 💚";"2024-04-04T02:31:40Z";1
"Zeit für die Legalisierung von dem Verliererkraut.";"negativ";"The comment is negative. It refers to cannabis as 'Verliererkraut' (loser's weed), which is a derogatory term.";"SPIEGEL";"@lars916";"Zeit für die Legalisierung von dem Verliererkraut.";"2024-04-03T22:20:23Z";0
"Das ist sowieso Gesetz dass wenn einer verurteilt werden soll und es gibt einen neuen Paragraphen dass immer der mildere angewendet werden muss also einfach die Leute nicht mehr verurteilen und auf Antrag die Akten löschen das sollte doch machbar sein";"neutral/ohne Bezug";"The comment is neutral. It discusses legal procedures and the application of laws without expressing a clear opinion on cannabis legalization.";"SPIEGEL";"@user-mk5tj3zo2f";"Das ist sowieso Gesetz dass wenn einer verurteilt werden soll und es gibt einen neuen Paragraphen dass immer der mildere angewendet werden muss also einfach die Leute nicht mehr verurteilen und auf Antrag die Akten löschen das sollte doch machbar sein";"2024-04-03T20:18:08Z";0
"CDU/CSU ist die unfähigste Partei überhaupt.
Demokratie heißt auch mal Sachen zu akzeptieren, die nicht ins eigene Weltbild passen.
Aber ne, dafür ist das Ego in der Partei zu klein...";"neutral/ohne Bezug";"The comment is unrelated. It criticizes a political party (CDU/CSU) without mentioning cannabis legalization.";"SPIEGEL";"@bossmast3rboom929";"CDU/CSU ist die unfähigste Partei überhaupt.
Demokratie heißt auch mal Sachen zu akzeptieren, die nicht ins eigene Weltbild passen.
Aber ne, dafür ist das Ego in der Partei zu klein...";"2024-04-03T17:48:43Z";0
"Man seid ihr schlau alle";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@jorgmarowsky7242";"Man seid ihr schlau alle";"2024-04-03T17:38:08Z";0
"Kiffen durfte man schon immer ihr idioten nur der Besitz ist nicht erlaubt das ist ein unterschied";"negativ";"The comment is negative. It contains criticism and a derogatory term ('idioten'), indicating frustration or disapproval.";"SPIEGEL";"@jorgmarowsky7242";"Kiffen durfte man schon immer ihr idioten nur der Besitz ist nicht erlaubt das ist ein unterschied";"2024-04-03T17:37:25Z";0
"Haben wir sonst keine Probleme.Wie banal";"negativ";"The comment is negative. It expresses disapproval and trivializes the issue of cannabis legalization.";"SPIEGEL";"@marleneschumacher7869";"Haben wir sonst keine Probleme.Wie banal";"2024-04-03T16:55:20Z";0
"dumme junkies";"negativ";"The comment is negative. It uses derogatory language ('dumme junkies') which expresses disapproval and criticism towards individuals associated with cannabis use.";"SPIEGEL";"@leoon-jo2rt";"dumme junkies";"2024-04-03T16:38:30Z";0
"Frisch ans Werk da bekommt jemand ne menge Arbeit :D";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@senjux7514";"Frisch ans Werk da bekommt jemand ne menge Arbeit :D";"2024-04-03T15:40:53Z";0
"Aufstand wegen Heilkräuter machen aber das man Leute in der Corona Zeit verarscht hat und den Leuten Gift verabreicht hat da wird wieder weggeschaut!";"neutral/ohne Bezug";"The comment is unrelated. It discusses issues related to the COVID-19 pandemic and does not refer to cannabis legalization at all.";"SPIEGEL";"@Kanec13";"Aufstand wegen Heilkräuter machen aber das man Leute in der Corona Zeit verarscht hat und den Leuten Gift verabreicht hat da wird wieder weggeschaut!";"2024-04-03T14:19:12Z";0
"Schlagzeile 2026: duch die andauernden hohen energie kosten, konnte auch die Legalisierung, den Cannabis Schwarzmarkt nicht zurück drängen";"neutral/ohne Bezug";"The comment is neutral. It mentions cannabis legalization but focuses on the impact of high energy costs on the black market without expressing a clear opinion on the legalization itself.";"SPIEGEL";"@shivacorecoinmaster3023";"Schlagzeile 2026: duch die andauernden hohen energie kosten, konnte auch die Legalisierung, den Cannabis Schwarzmarkt nicht zurück drängen";"2024-04-03T14:03:20Z";0
"Besser als Alkohol wo es tausende tote gibt im Jahr davon berichtet ihr nicht";"positiv";"The comment is positive. It expresses support for cannabis legalization by comparing it favorably to alcohol, which is implied to be more harmful.";"SPIEGEL";"@starmen2267";"Besser als Alkohol wo es tausende tote gibt im Jahr davon berichtet ihr nicht";"2024-04-03T13:49:28Z";0
"Alkohol schadet mehr als kanabis  Die Dosis macht das Gift";"positiv";"The comment is positive. It suggests that alcohol is more harmful than cannabis and implies support for cannabis by stating that the dose makes the poison, which is a common argument in favor of legalization.";"SPIEGEL";"@maximboroda8939";"Alkohol schadet mehr als kanabis  Die Dosis macht das Gift";"2024-04-03T13:48:55Z";0
"3min Recht so 😅";"positiv";"The comment is positive. It expresses approval with a light-hearted emoji, indicating a positive sentiment towards the legalization.";"SPIEGEL";"@Jaka-vd9gf";"3min Recht so 😅";"2024-04-03T13:39:32Z";0
"Ich konsumiere selbst keine Drogen nicht mal Alkohol und habe dies auch nicht vor, bin auch aus Österreich und nicht aus Deutschland.  Finde aber diese Entscheidung von eurer Regierung echt toll und das wurde auch Zeit, jeder Erwachsene soll selbst entscheiden ob er Cannabis konsumieren oder nicht und für so eine harmlose Droge darf es keine kriminalisierung geben. Alkohol Volksdroge Nr1 ist bei weitem schlimmer und verändert die Menschen meist ins Negative. Ich befürchte wir in Österreich sind davon noch weit entfernt solche Entscheidungen zu treffen.  Vom Spiegel finde ich diese Reportage sehr einseitig negativ belastet und  nicht gut.";"positiv";"The comment is positive. It expresses support for the decision of the German government to legalize cannabis and argues against the criminalization of cannabis, comparing it favorably to alcohol.";"SPIEGEL";"@tabak-trafikradner8110";"Ich konsumiere selbst keine Drogen nicht mal Alkohol und habe dies auch nicht vor, bin auch aus Österreich und nicht aus Deutschland.  Finde aber diese Entscheidung von eurer Regierung echt toll und das wurde auch Zeit, jeder Erwachsene soll selbst entscheiden ob er Cannabis konsumieren oder nicht und für so eine harmlose Droge darf es keine kriminalisierung geben. Alkohol Volksdroge Nr1 ist bei weitem schlimmer und verändert die Menschen meist ins Negative. Ich befürchte wir in Österreich sind davon noch weit entfernt solche Entscheidungen zu treffen.  Vom Spiegel finde ich diese Reportage sehr einseitig negativ belastet und  nicht gut.";"2024-04-03T12:56:14Z";0
"Tja wie sagt man so schön im KFZ: ""Arme und Beiden bilden ein rotierende Scheibe""";"neutral/ohne Bezug";"The comment is unrelated. It does not refer to cannabis legalization at all.";"SPIEGEL";"@Chrischos";"Tja wie sagt man so schön im KFZ: ""Arme und Beiden bilden ein rotierende Scheibe""";"2024-04-03T12:38:59Z";0
"Ich versteh die ganze Aufregung und Hysterie echt nicht. 
 Ist es nicht eher so, daß die  Regierung mit der Legalisierung von Cannabis, die Realität endlich anerkennt? Jeder der will, kann Weed  jederzeit sehr leicht beziehen. Es gibt Millionen Konsumenten, quer durch alle Gesellschaftsschichten.
Jeder kennt jemanden, oder zumindest jemanden der jemanden kennt,als potentielle Bezugsquelle. 
Eigentlich hatte die Legalisierung doch schon lange stattgefunden, nur der Gesetzgeber bemerkte es nicht, oder wollte es nicht bemerken. Das man für den Genuss einer, in ihren Folgen harmloseren Droge als z. B Alkohol, nicht mehr kriminalisiert wird, ist nur gerecht und folgerichtig.";"positiv";"The comment is positive. It expresses support for the legalization of cannabis, stating that it is a recognition of reality and that it is just and logical not to criminalize cannabis use.";"SPIEGEL";"@legolasgrunblatt3409";"Ich versteh die ganze Aufregung und Hysterie echt nicht. 
 Ist es nicht eher so, daß die  Regierung mit der Legalisierung von Cannabis, die Realität endlich anerkennt? Jeder der will, kann Weed  jederzeit sehr leicht beziehen. Es gibt Millionen Konsumenten, quer durch alle Gesellschaftsschichten.
Jeder kennt jemanden, oder zumindest jemanden der jemanden kennt,als potentielle Bezugsquelle. 
Eigentlich hatte die Legalisierung doch schon lange stattgefunden, nur der Gesetzgeber bemerkte es nicht, oder wollte es nicht bemerken. Das man für den Genuss einer, in ihren Folgen harmloseren Droge als z. B Alkohol, nicht mehr kriminalisiert wird, ist nur gerecht und folgerichtig.";"2024-04-03T12:37:09Z";0
