"author_name";"text";"label";"motivation"
"diegruenen";"Hihi alles für die Katz";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"diegruenen";"Wer ruiniert denn gerade Deutschland und schafft eine faschistoide Diktatur? Die AfD ist es jedenfalls nicht! 😎🇧🇷";"nicht positiv";"The comment is not positive. It contains accusatory and negative language, and does not include any of the mentioned positive features."
"diegruenen";"Macht mal eine vernünftige Rentenreform. Eine Rentenversicherung in die alle einzahlen müssen, auch Beamte und Selbstständige. Dann klappt's auch mit den Wählern.";"nicht positiv";"The comment is not positive. It is a directive and does not contain any of the mentioned positive features such as compliments, gratitude, or encouragement."
"diegruenen";"Warum sind die Grünen auf einmal für Krieg..?? Sie sind für viele Tote in der Ukraine verantwortlich";"nicht positiv";"The comment is not positive because it accuses die Grünen of being responsible for many deaths in Ukraine and questions their stance on war, which is neither optimistic nor supportive."
"diegruenen";"Man sieht ja was ihr in den letzten Jahren zustande gebracht habt";"nicht positiv";"The comment is not positive. It does not contain any compliments, gratitude, praise, or other positive features. Instead, it implies criticism of the party's achievements."
"diegruenen";"ist daß genau so wie Keine Waffen liefern oder so?";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it appears to be questioning or criticizing."
"diegruenen";"💚💚💚#reclaimtiktok 💪";"positiv";"The comment is positive because it contains heart emojis, a hashtag showing support, and an approving emoji."
"diegruenen";"💚💚";"positiv";"The comment is positive because it contains heart emojis and references the color green, which is associated with die Grünen."
"diegruenen";"Wir werden von Idioten regiert";"nicht positiv";"The comment is not positive because it contains a derogatory statement and lacks any positive features such as compliments, gratitude, or encouragement."
"diegruenen";"❤️";"positiv";"The comment is positive because it contains a heart emoji, which is a sign of affection and approval."
"diegruenen";"💚👍 Terry 🥰🥰🥰";"positiv";"The comment is positive because it contains heart emojis, approving emojis, and expressions of affection."
"diegruenen";"wer ist diese undefinierbare Gruppierung ?";"nicht positiv";"The comment is not positive because it questions the identity of the group in a potentially dismissive manner without any positive features."
"diegruenen";"Danke für dein Statement. Meine Stimme habt ihr! #reclaimtiktok";"positiv";"The comment is positive because it expresses gratitude, support, and enthusiasm for die Grünen."
"diegruenen";"Wie heißt noch gleich die Regierungsform, die demokratisch gewählte Parteien verbieten will, die Presse beeinflusst und Aufmärsche organisiert?🤔";"nicht positiv";"The comment is not positive. It contains a critical and questioning tone without any positive features such as compliments, gratitude, or encouragement."
"diegruenen";"💚💚❤️❤️";"positiv";"The comment is positive because it contains heart emojis and references the color green, which is associated with die Grünen."
"diegruenen";"Ricarder";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features."
"diegruenen";"Ihr habt Deutschland genug blamiert. Nie grün.";"nicht positiv";"The comment is not positive. It criticizes and expresses a negative sentiment towards 'die Grünen'."
"diegruenen";"ihr könnt euch nur noch selber feiern mir ist es nicht so ein Trümmerhaufen";"nicht positiv";"The comment is not positive because it criticizes the party and uses negative language."
"diegruenen";"Das + sofort weggemacht 👍🏼👍🏼💪🏼💪🏼💪🏼";"positiv";"The comment is positive because it contains approving emojis and an encouraging tone."
"diegruenen";"Yeeeees 💚";"positiv";"The comment is positive because it contains enthusiasm and a heart emoji."
"diegruenen";"bestimmt nicht grün";"nicht positiv";"The comment is not positive because it does not contain any approving or encouraging features. It simply states that something is not green, which does not convey optimism or support."
"diegruenen";"Pädophile haben bei mir keine Chance, nur AFD";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it makes a negative statement."
"diegruenen";"55 Tage noch dann heißt es: weg mit der grünen Sekte";"nicht positiv";"The comment is not positive. It refers to 'die Grünen' in a derogatory manner by calling them a 'sect' and expresses a desire for their removal."
"diegruenen";"Keine Macht den Drogen!!!";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"diegruenen";"💚💚💚";"positiv";"The comment is positive because it contains heart emojis and references the color green, which is associated with die Grünen."
"diegruenen";"pfui deifi";"nicht positiv";"The comment is not positive. It uses a derogatory phrase ('pfui deifi'), which is not optimistic or encouraging."
"diegruenen";"und ihr vernichtet jetzt den Wohlstand 😁😫";"nicht positiv";"The comment is not positive because it accuses the party of destroying prosperity and includes negative emojis."
"diegruenen";"Ach und nur Liebe für die Creatorin! 💖🥰";"positiv";"The comment is positive because it contains heart emojis and a proclamation of love."
"diegruenen";"Grün nie und nimmer!!!!!";"nicht positiv";"The comment is not positive because it expresses a strong negative sentiment towards 'die Grünen' with the phrase 'Grün nie und nimmer' which translates to 'Green never ever.'"
"diegruenen";"Ob ihr euch danach noch freut 😂";"nicht positiv";"The comment is not positive. It contains a sarcastic tone and does not include any of the mentioned positive features."
"diegruenen";"Ricarda Lang sollte eine Berufsausbildung machen….";"nicht positiv";"The comment is not positive. It suggests that Ricarda Lang should pursue vocational training, which can be interpreted as a criticism rather than a compliment or positive feedback."
"diegruenen";"Danke für dieses wichtige Video! 👏💚";"positiv";"The comment is positive because it expresses gratitude, uses an approving emoji, and references the color green associated with die Grünen."
"diegruenen";"Ich verstehe es nicht lässt doch die Leute wählen was sie wollen wo ist das Problem";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it expresses confusion and a neutral stance."
"diegruenen";"manipulierte Matrix Sklaven";"nicht positiv";"The comment is not positive. It contains derogatory language and does not exhibit any of the mentioned positive features."
"diegruenen";"Sehr gut gemacht - wichtiger Inhalt mit Humor transportiert";"positiv";"The comment is positive because it contains a compliment ('Sehr gut gemacht') and acknowledges the importance of the content ('wichtiger Inhalt')."
"diegruenen";"Hättet euch eure Plakate sparen können. Euer Untergang naht 😂";"nicht positiv";"The comment is not positive. It contains a negative tone and mockery towards die Grünen."
"diegruenen";"Die Russen greifen bald Europa an und da gibt es echt welche, die sich um das Klima Sorgen machen 😂😂😂🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️😂";"nicht positiv";"The comment is not positive. It contains sarcasm and dismissive emojis, and it does not exhibit any of the positive features mentioned."
"diegruenen";"Ich bin dabei aber auf keinen Fall mit euch";"nicht positiv";"The comment is not positive because it explicitly states disagreement and refusal to join the mentioned party."
"diegruenen";"💚💚💚";"positiv";"The comment is positive because it contains heart emojis and references the color green, which is associated with die Grünen."
"diegruenen";"Warum fällt mir da nurHubert Aiwanger und die CDU, CSU und auch sooo viele FDPler ein.";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"diegruenen";"👏👏👏";"positiv";"The comment is positive because it contains approving emojis."
"diegruenen";"nein keine Lust,wir machen blau🤣";"nicht positiv";"The comment is not positive. It expresses a lack of interest and uses a dismissive tone."
"diegruenen";"Grün niemals";"nicht positiv";"The comment is not positive. It does not contain any positive features such as compliments, gratitude, praise, or encouragement. Instead, it expresses a negative sentiment towards 'die Grünen'."
"diegruenen";"ach, nutzt doch lieber alte Wahlplakate.....wie ""keine Waffen in Kriesen- und Kriegsgebiete""😂😂😂😂😂";"nicht positiv";"The comment is not positive. It contains sarcasm and mockery rather than any positive features."
"diegruenen";"❤️";"positiv";"The comment is positive because it contains a heart emoji, which is a sign of affection and approval."
"diegruenen";"super 🥳🥳🥳 #reclaimTiktok";"positiv";"The comment is positive because it contains approving emojis and an enthusiastic tone."
"diegruenen";"Frau Lang, Sie wissen ja nicht mal wie hoch die durchschnittliche Rente in Deutschland beträgt.Wie können Sie dann über soziale Gerechtigkeit reden? Tag täglich sieht man die Rentner Pfand sammeln. Nur traurig!";"nicht positiv";"The comment is not positive. It criticizes Frau Lang's knowledge about the average pension in Germany and expresses sadness about the situation of pensioners collecting bottles, without any positive framing or encouragement."
"diegruenen";"noch 55 tage bis ihr realisiert das euch kaum noch einer wählt";"nicht positiv";"The comment is not positive because it implies that the party will soon realize that very few people will vote for them, which is a negative and discouraging statement."
"diegruenen";"Großartig! Let s go, #reclaimtiktok";"positiv";"The comment is positive because it contains enthusiasm and support for die Grünen."
"diegruenen";"was freut sich die Tante so??";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"diegruenen";"Ich habe immer gedacht, die haben doch besseres Personal als Bobby und Annalena, bis ich merkte, dem ist nicht so (nicht als Kompliment gemeint)";"nicht positiv";"The comment is not positive because it contains criticism and a negative tone towards the personnel of die Grünen."
"diegruenen";"Super, ich habe direkt das + weggemacht 😀";"positiv";"The comment is positive because it includes a compliment ('Super') and a smiling emoji, indicating a positive and optimistic tone."
"diegruenen";"Gut erklärt, warum gerade jetzt";"positiv";"The comment is positive because it acknowledges and compliments the explanation provided by diegruenen."
"diegruenen";"w
Welcher beruf";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"diegruenen";"🤣🤣🤣";"nicht positiv";"The comment is not positive. It contains laughing emojis which can be interpreted as mocking or sarcastic rather than positive."
"diegruenen";"Kümmert euch mal darum das eure Politik gut wird! Anstatt anderen schlecht zu machen die deutlich besser sind als ihr 😂😂😂😂";"nicht positiv";"The comment is not positive. It criticizes the party's policies and suggests that others are better, using a mocking tone with laughing emojis."
"diegruenen";"Grüne auf den Komposthaufen";"nicht positiv";"The comment is not positive. It suggests a negative action towards 'die Grünen' by implying they should be discarded like compost."
"diegruenen";"Danke für Ihren Einsatz - sehr wichtiger Beitrag 👍";"positiv";"The comment is positive because it expresses gratitude, acknowledges the importance of the contribution, and includes an approving emoji."
"diegruenen";"genau, handeln die Grünen 🤣🤪👍";"positiv";"The comment is positive because it includes approving emojis (thumbs up) and an optimistic tone encouraging the Grünen to take action."
"diegruenen";"Gutes Video! Macht weiter so 👏🏼👏🏼👏🏼";"positiv";"The comment is positive because it contains compliments, encouragement, and approving emojis."
"diegruenen";"🌻 für den Algorithmus!";"positiv";"The comment is positive because it includes a sunflower emoji, which is often associated with positivity and support, and it is directed towards 'die Grünen', indicated by the reference to the color green."
"diegruenen";"💚💚💚!";"positiv";"The comment is positive because it contains heart emojis and references the color green, which is associated with die Grünen."
"diegruenen";"👏 super Video!";"positiv";"The comment is positive because it contains an approving emoji and a compliment."
"diegruenen";"eine Partei die Waffen in Kriegsgebiete schickt ist nicht wählbar !";"nicht positiv";"The comment is not positive because it criticizes the party for sending weapons to war zones and states that it is not electable."
"diegruenen";"Was wird das jetzt 😂😂 Ich kann Gott sein Dank ohne dich denken 😂😂";"nicht positiv";"The comment is not positive. It contains sarcasm and dismissiveness rather than any positive features."
"diegruenen";"💚💚💚👍🙏";"positiv";"The comment is positive because it contains heart emojis, approving emojis, and gratitude emojis."
"diegruenen";"Grün 👎🏻 👎🏻 👎🏻";"nicht positiv";"The comment is not positive because it contains thumbs down emojis, which indicate disapproval."
"diegruenen";"AfD viel besser";"nicht positiv";"The comment is not positive because it does not contain any positive features such as compliments, gratitude, or encouragement. Instead, it compares die Grünen unfavorably to AfD."
"diegruenen";"Sehr gut! Wichtig und richtig ✅";"positiv";"The comment is positive because it contains approval emojis and praises the actions of the account diegruenen."
"diegruenen";"Weiter so! 💪🌻";"positiv";"The comment is positive because it contains encouragement and approving emojis."
"diegruenen";"Weiter so!!";"positiv";"The comment is positive because it contains encouragement and support."
"diegruenen";"Ja dann das Kreuz bei blau";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or encouragement. Instead, it suggests voting for a different party (AFD) in a neutral or potentially negative context."
"diegruenen";"💪🏼🌻";"positiv";"The comment is positive because it contains approving emojis and references the corresponding party with a positive tone."
"diegruenen";"Wenn ihr noch mehr Waffen und panzer in die Ukraine liefert bin ich dabei, weil dann geht meine Rheinmetallaktie bbbrrrrr";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it appears to be sarcastic and focused on personal financial gain rather than a constructive or supportive message."
"diegruenen";"Ach wie süss sie ihr Mikrofönchen hält! Hat doch was oder? Und Nein ich bin nicht dabei!";"nicht positiv";"The comment is not positive. It contains a sarcastic tone and does not include any of the mentioned positive features."
"diegruenen";"💚";"positiv";"The comment is positive because it contains a heart emoji and references the color green, which is associated with die Grünen."
"diegruenen";"nö";"nicht positiv";"The comment is not positive because it is dismissive and lacks any positive features such as compliments, gratitude, or encouragement."
"diegruenen";"Ihr seid nur noch lächerlich,schade,die Welt lacht über euch,euer Anliegen ist ok, aber wie ihrs macht ist ne Katastrophe";"nicht positiv";"The comment is not positive. It contains criticism and negative language, such as 'lächerlich' (ridiculous) and 'Katastrophe' (catastrophe), without any positive framing or constructive suggestions."
"diegruenen";"Vielen dank ich verzichte ihre Partei baut nur Mist";"nicht positiv";"The comment is not positive because it expresses dissatisfaction and criticism towards the party."
"diegruenen";"🙌";"positiv";"The comment is positive because it includes an approving emoji."
"diegruenen";"🤕😭😫";"nicht positiv";"The comment is not positive because it contains negative emojis and does not express any positive features."
"fdpbt";"🗽💛";"positiv";"The comment is positive because it contains approving emojis and references the color yellow, which is associated with the FDP."
"fdpbt";"Ansich eine gute Idee, aber was die Politik aktuell schafft, sieht man ja seit Jahren schon, eigentlich nix wirklich großartiges mehr";"nicht positiv";"The comment is not positive. It expresses skepticism and criticism towards current politics, indicating that nothing significant has been achieved in recent years."
"fdpbt";"😂😂😂so ein hässlicher Mann😂😂😂";"nicht positiv";"The comment is not positive because it contains mocking and derogatory language."
"fdpbt";"Gott sei Dank , das dieser "" Opa "" nicht mein Opa ist 🤮🤮🤮";"nicht positiv";"The comment is not positive because it expresses relief in a negative context and includes a disgust emoji, which indicates disapproval rather than optimism or encouragement."
"fdpbt";"Rücktritt";"nicht positiv";"The comment is not positive. It does not contain any positive features such as compliments, gratitude, praise, or encouragement. Instead, it suggests resignation, which is not a positive sentiment."
"fdpbt";"Da müssen sie wirklich umsetzen das Beamten und die regierung in der Rentenkasse einzahlen kann ich ht sein das Beamten mehr rente bekommen";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it appears to be a critical statement about the current pension system."
"fdpbt";"😂😂 Was ein Typ";"nicht positiv";"The comment is not positive. It uses laughing emojis which can be interpreted as mocking or sarcastic rather than positive."
"fdpbt";"Einfach nicht mehr das Geld aus der Rentenkasse nehmen und für andere Zwecke verwenden";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. It is a straightforward statement without any positive framing."
"fdpbt";"Einfach nur durchgeknallt und Frech";"nicht positiv";"The comment is not positive because it uses negative language such as 'durchgeknallt' (crazy) and 'Frech' (cheeky)."
"fdpbt";"waffenlobbyistin";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"Die 3% Partei, mit der Omi startet bei Tiktok richtig durch.";"nicht positiv";"The comment is not positive. It does not contain any compliments, gratitude, praise, or other positive features. Instead, it seems to mock the FDP by referring to it as a '3% party' and making a sarcastic remark about starting on TikTok."
"fdpbt";"SATAN'S BRAUT 😱😱😱😱";"nicht positiv";"The comment is not positive. It contains a derogatory term and does not exhibit any of the mentioned positive features."
"fdpbt";"Sicher nicht, diese Frau ist eine Gefahr für unsere Sicherheit";"nicht positiv";"The comment is not positive because it describes someone as a danger to security, which is a negative statement."
"fdpbt";"Das heißt im Klartext wir dürfen für die bezahlen welche die höchsten Bezüge haben. Aber andersrum könnte es natürlich nicht funktionieren. 🤡";"nicht positiv";"The comment is not positive. It expresses frustration and sarcasm, indicated by the clown emoji, and does not contain any of the mentioned positive features."
"fdpbt";"Der Mann ist nur am meckern.";"nicht positiv";"The comment is not positive because it criticizes the person for complaining."
"fdpbt";"Das ist sehr wichtig für Deutschland bei allen Problemen die Deutschland hat😂";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it uses a laughing emoji which can imply sarcasm or mockery."
"fdpbt";"Diese Frau oder was auch immer es ist verdient sich dumm und dämlich mit Waffen Lieferungen";"nicht positiv";"The comment is not positive. It contains a derogatory tone and does not include any positive features such as compliments, gratitude, or encouragement."
"fdpbt";"Sie ist nicht der verlängerte Arm vom Teufel Sie ist der Teufel persönlich";"nicht positiv";"The comment is not positive. It contains negative and derogatory language."
"fdpbt";"Taurus Flak Zimmermann";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"Diese Frau gehört sofort in den Knast 🤮";"nicht positiv";"The comment is not positive because it contains a negative statement and a disgust emoji."
"fdpbt";"Graf Dracula";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"andere Politiker würden ihre Stimme sofort lauter ""machen"", aber diese Tolle Frau bleibt weiterhin ruhig und schlau";"positiv";"The comment is positive because it praises the politician for staying calm and smart, which is a form of compliment and recognition."
"fdpbt";"Die FDP dümpelt bei 5%, und der Linder weiß doch jetzt schon, das er und seine Partei nächste Jahr Geschichte ist.";"nicht positiv";"The comment is not positive. It contains a negative prediction about the FDP's future and does not include any positive features such as compliments, gratitude, or encouragement."
"fdpbt";"🤨was macht sowas im Parlament 😂😁😁";"nicht positiv";"The comment is not positive. It contains skeptical and mocking emojis, which do not convey optimism or support."
"fdpbt";"Manchmal wirkt der Alkohol bei mir nicht, oder sehe ich jetzt wirklich Dracula im Bundestag ❓👺";"nicht positiv";"The comment is not positive. It contains a sarcastic and potentially offensive remark comparing someone to Dracula, which does not align with the features of a positive comment."
"fdpbt";"Warum ist Dracula so wütend ?";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"Wenn krieg die Lösung ist, dann ist Frieden das Problem 🤦🏽‍♂️";"nicht positiv";"The comment is not positive. It contains a sarcastic tone and a facepalm emoji, which indicates frustration or disapproval."
"fdpbt";"@Schmidt: Ich würde gerne mit meine 63 und 45 Jahre Arbeit in Rente gehen da ich es mit meiner Krankheit nicht mehr kann aber mit dieser Partei geht es nicht";"nicht positiv";"The comment is not positive because it expresses frustration and dissatisfaction with the party, mentioning an inability to retire due to illness and the party's policies."
"fdpbt";"Also eine Sympathie-Bombe ist sie schon nicht…";"nicht positiv";"The comment is not positive because it does not contain any approving or kind words, compliments, or any other positive features. Instead, it suggests a lack of sympathy."
"fdpbt";"Christian hebelt";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"Endlich,denn das ALLES ist nur noch im bekifften Zustand zu ertragen.Danke!!!";"positiv";"The comment is positive because it expresses gratitude and relief with the word 'Danke' and the exclamation marks, indicating enthusiasm."
"fdpbt";"Wo gibt’s die Mützen eigentlich??";"nicht positiv";"The comment is not positive. It is a neutral question asking for information about where to find hats."
"fdpbt";"Au Mann. Hier wird es ummer schlimmer und verrückter.";"nicht positiv";"The comment is not positive because it expresses a negative sentiment, indicating that things are getting worse and crazier."
"fdpbt";"der kriegsgeile Hetzer 👊👊👊✊✊✊";"nicht positiv";"The comment is not positive because it contains derogatory language and aggressive emojis."
"fdpbt";"Bei der Politik brauchen wir was Stärkeres";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"Strack Zimmermann ist der Satan in Person. Mit ihr in einem Lift hätte ich Angst dass mich der Tod holen würde!";"nicht positiv";"The comment is not positive. It contains negative and hostile language, referring to Strack Zimmermann as 'Satan in person' and expressing fear of death in her presence."
"fdpbt";"FDP ist durch... waffenlobbyisten und das Festhalten an der Ampel bis zum eigenen Untergang, <5%👍";"nicht positiv";"The comment is not positive. It criticizes the FDP for being influenced by weapon lobbyists and holding onto the coalition until their own downfall, which is a negative statement."
"fdpbt";"CDU 🖤🖤🖤 und FDP 💛💛💛";"positiv";"The comment is positive because it uses heart emojis and references the colors of the corresponding parties in a supportive manner."
"fdpbt";"auf eine Anklage Bank 🙏🙏🙏";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"Man o man was ist das? Hilfe";"nicht positiv";"The comment is not positive. It expresses confusion and a call for help, which does not align with the features of a positive comment."
"fdpbt";"Hoffentlich bald raus aus der Regierung…. Diese Waffenlobiistin";"nicht positiv";"The comment is not positive. It expresses a negative sentiment towards the FDP and uses a derogatory term."
"fdpbt";"ich habe einen Kirschbaum im Garten!!!! kann ich mir die mal ausleihen zum Sommer hin???? Gottes Willen!?!?!?!?";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it seems to be a sarcastic or rhetorical question."
"fdpbt";"Hure";"nicht positiv";"The comment is not positive. It contains offensive language and lacks any positive features."
"fdpbt";"Keine Chance für Russenfreunde!!!! Es Lebe Deutschland❤️🇩🇪";"positiv";"The comment is positive because it includes a heart emoji and a proclamation of love for Germany."
"fdpbt";"Nach ihrer Nichtwahl ins Europa-Parlament hat die Zimmermann aus-ge-strack- t.";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"Bring den Krieg nach Deutschland und meine Kinder in Gefahr, ich verspreche dir dich zu holen";"nicht positiv";"The comment is not positive. It contains a threatening tone and does not include any positive features such as compliments, gratitude, or encouragement."
"fdpbt";"Dank der FDP geht die Profitgier auf Kosten der ärmsten auf der Welt weiter..nie mehr FDP…";"nicht positiv";"The comment is not positive. It criticizes the FDP for prioritizing profit over the well-being of the poorest people and expresses a strong negative sentiment by stating 'never again FDP.'"
"fdpbt";"Wann wird das Geschlecht bekannt gegeben?";"nicht positiv";"The comment is not positive. It is a neutral question asking for information without any positive features."
"fdpbt";"Was verteidigt die Ukraine ??? 🤣🤣🤣";"nicht positiv";"The comment is not positive because it contains mocking emojis and does not include any positive features such as compliments, gratitude, or encouragement."
"fdpbt";"🇺🇦🇺🇦🇺🇦❤️❤️❤️🇺🇦🇺🇦🇺🇦";"positiv";"The comment is positive because it contains heart emojis and supportive emojis."
"fdpbt";". ?. hat eine frage vergessen ,, .. wollt ihr den totalen krieg.....?";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it references a historical phrase associated with negative connotations."
"fdpbt";"Wann schickst du deine Kinder endlich an die Front ?!";"nicht positiv";"The comment is not positive. It contains a confrontational and aggressive tone, lacking any of the mentioned positive features."
"fdpbt";"👍🏻";"positiv";"The comment is positive because it includes an approving emoji."
"fdpbt";"verdienen Sie Geld durch Waffenlieferungen ???";"nicht positiv";"The comment is not positive. It questions the FDP's motives regarding arms deliveries and does not contain any positive features such as compliments, gratitude, or encouragement."
"fdpbt";"Warum schenkt man weltweit Milliarden her ? und hat keine Sicherheit für die eigenen Renten?";"nicht positiv";"The comment is not positive. It questions the actions of the FDP and expresses concern about the lack of security for pensions, without any positive framing or encouraging tone."
"fdpbt";"bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or any other positive elements."
"fdpbt";"richtig blöde Politik
ich fasse es nicht";"nicht positiv";"The comment is not positive because it criticizes the policy as 'really stupid' and expresses disbelief in a negative manner."
"fdpbt";"Eurofighterin im Angriffsmodus";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"Frau Rheinmetall bringt Deutschland zu Fall.";"nicht positiv";"The comment is not positive. It criticizes and implies a negative outcome for Germany."
"fdpbt";"😈😈😈😈😈😈";"nicht positiv";"The comment is not positive. It contains devil emojis which are generally not associated with positive sentiments."
"fdpbt";"@Bec_Onley Wenn es mehr Menschen wie Sie auf der Welt gäbe, wäre sie ein besserer Ort. Danke, dass Sie für alle Händler einen Unterschied machen.";"positiv";"The comment is positive because it contains compliments, gratitude, and recognition."
"fdpbt";"Ich freue mich, dass die FDP bald unter Sonstige läuft! Anstatt auf Frieden drängen, Waffen,Wafffen..";"nicht positiv";"The comment is not positive because it expresses a negative sentiment towards the FDP and criticizes their stance on weapons."
"fdpbt";"😡😡😡😡😡😡😡";"nicht positiv";"The comment is not positive because it contains angry emojis and lacks any positive features."
"fdpbt";"🙈🙈🙈";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. The use of the monkey covering eyes emoji (🙈) does not convey a positive sentiment in this context."
"fdpbt";"Jaaa, mit den fetten Diäten habt ihr gut lachen. Wartet mal die nächste Bundestagswahl ab. Dann lachen andere, die vielleicht nicht aktiv alles schlechter machen. 😂";"nicht positiv";"The comment is not positive. It contains sarcasm and criticism towards the FDP, suggesting that they are making things worse and implying that they will lose in the next election."
"fdpbt";"Weiter so, danke🙏";"positiv";"The comment is positive because it contains thanks and encouragement."
"fdpbt";"Dracula ist ausgestorben,was will die in unseren Deutschland";"nicht positiv";"The comment is not positive. It contains a negative tone and does not include any of the mentioned positive features."
"fdpbt";"Widerlich 😕Sie ist die erste im Bunker😕";"nicht positiv";"The comment is not positive. It uses the word 'widerlich' (disgusting) and includes negative emojis, indicating a negative tone."
"fdpbt";"Dieser Kerl macht mich unsicher sobald er anfängt zu reden .";"nicht positiv";"The comment is not positive because it expresses uncertainty and discomfort."
"fdpbt";"Unabhängiges Management da lässt sich doch der Staat wieder ausnehmen wie ne Kirchengans. Bewerbung ist raus";"nicht positiv";"The comment is not positive. It contains a critical tone and does not include any of the mentioned positive features."
"fdpbt";"Mal ne frage ist diese Frau auch bereit eine Waffe in die Hand zunehmen und Menschen direkt zur schießen wenn es drauf an kommt? Denn im Notfall zählt ja jeder oder?";"nicht positiv";"The comment is not positive. It questions the readiness of a person to use a weapon and shoot people, which does not contain any positive features such as compliments, gratitude, or encouragement."
"fdpbt";"nicht wählbar, Oma Blamage";"nicht positiv";"The comment is not positive because it contains negative language and criticism."
"fdpbt";"Putin lass den Drachen endlich holen, das Deutschland nicht in den Krieg gezogen wird! FDP nur noch unter 5 % in Deutschland 🤣🤣🤣🤣";"nicht positiv";"The comment is not positive. It contains a negative tone, mockery, and does not include any of the mentioned positive features."
"fdpbt";"Schade das ich keine Antwort bekomme 😳";"nicht positiv";"The comment is not positive because it expresses disappointment about not receiving a response."
"fdpbt";"wer ist er ?";"nicht positiv";"The comment is not positive. It is a neutral question asking for information without any positive features."
"fdpbt";"🤮";"nicht positiv";"The comment is not positive because it uses a disgust emoji, which indicates a negative sentiment."
"fdpbt";"Du bist es🤣🤣🤣";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone."
"fdpbt";"Ich werde bestimmt nicht Gendern";"nicht positiv";"The comment is not positive because it does not contain any approving emojis, compliments, gratitude, praise, or any other positive features. It simply states a personal stance without any positive framing."
"fdpbt";"Sollen wir uns die Birne so benebeln, dass wir nicht mehr merken was ihr mach?";"nicht positiv";"The comment is not positive. It contains a critical and sarcastic tone, questioning the actions of the FDP in a negative manner."
"fdpbt";"Das „Umlagesystem“ kriegt 100mrd aus dem Bundeshaushalt als Zuschuss. Wie kann das in Ordnung sein??";"nicht positiv";"The comment is not positive. It questions the appropriateness of a financial decision without any positive framing, compliments, or supportive language."
"fdpbt";"😂😂😂😂😂Bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla bla";"nicht positiv";"The comment is not positive. It does not contain any of the mentioned features such as compliments, gratitude, praise, or an optimistic tone. Instead, it appears dismissive and mocking."
