"Comment.";"Name.";"gender";"label";"motivation"
"WOW😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"Ich will auch so grapschen wie er 🤣";"Palina Rojinski";"female";"body-related";"The comment is body-related as it refers to the act of groping, which involves physical contact with someone's body."
"Wirklich wunderschön 🌸";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific body-related features. It is a general compliment without mentioning any physical characteristics."
"Was für ein wahnsinns Outfit? 😮";"Palina Rojinski";"female";"body-related";"The comment is body-related. It mentions clothing, which is a feature related to appearance."
"WOW Was für eine Schöne Frau. ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️";"Palina Rojinski";"female";"body-related";"The comment is body-related as it comments on the appearance of a woman."
"du siehst hammer in dem Kleid aus. Richtig schön, tolle Ausstrahlung 😊";"Palina Rojinski";"female";"body-related";"The comment is body-related. It mentions appearance and clothing, specifically how the person looks in a dress and their overall aura."
"Eine Frau mit vielen Facetten 😍";"Palina Rojinski";"female";"body-related";"The comment is body-related. It refers to a woman and uses an emoji that often implies attraction or admiration, which can be related to appearance."
"Woooo🥰🥰🥰 wie toll du aussiehst 🤗🥰";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It comments on appearance."
"I love you!!!! Havel nice Day!!!!";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It expresses affection and well-wishes without mentioning any physical characteristics."
"Beauty 😍";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It implies a positive assessment of someone's appearance."
"Amazing 😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"Wunderschön!";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific body-related features. It is a general compliment."
"Ich seh nur rosarot 💞";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Is schon n bisschen unverschämt so auszusehen 🔥";"Palina Rojinski";"female";"body-related";"The comment is body-related as it refers to someone's appearance."
"Steht dir echt gut";"Palina Rojinski";"female";"body-related";"The comment is body-related as it implies a compliment about appearance, likely referring to clothing or overall look."
"Woooowww!!! ❤️ Grüße und Aloha from Aachen, Sirit";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general expression of excitement and greeting."
"king";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Hübsch hübsch 😻";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"#iseepink";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Super Fotos !!!!!!!!😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general compliment about photos."
"Stimmt 💘😍😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Diese Frau, einfach schön 🔥";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to the appearance of a woman."
"garnitur";"Palina Rojinski";"female";"body-related";"The comment is body-related as it mentions clothing, which is a physical characteristic."
"See your smile is sticking beautiful";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It names a body part (smile) and comments on its appearance (beautiful)."
"😏Palina, ich liebe dein Lächeln, weil es ist unvergesslich und unvergleichlich schön. Wäre es denn möglich, damit wir uns endlich in Europa-Park's Ambiente daten könn'? Beste Grüße.😘";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It names a body part (Lächeln - smile) and comments on its appearance."
"Guten Appetit Polina kiss Josef";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general well-wishing statement."
"❤️Bezaubernd❤️🌹🌹🌹❤";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It uses general expressions of affection and admiration without mentioning any physical characteristics."
"Hermosaaaaa";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"Lecker, Lecker, Lecker 🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"amore 🍕😋🙌🏻";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Sehr schöne Worte ♥️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Ich esse die Pizza, nachdem du sie vorher für mich gegessen hast 💩";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features such as appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Happy Valentines Day Beautiful ❤️❤️❤️💋💋💋💋🌹🌹🌹";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It uses the term 'Beautiful' which refers to appearance."
"Gerade Selbstliebe ist so wichtig ❤ merkt man wenn es einem mal schwerfällt";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It discusses the concept of self-love without mentioning specific physical characteristics."
"Same here 😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Tolles Statement von einer tollen Frau ♥️";"Palina Rojinski";"female";"body-related";"The comment is body-related as it mentions 'Frau' (woman), which refers to gender, a physical characteristic."
"So schön geschrieben. ❤️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"So sieht's aus 🕉️☯️☮️♥️♥️♥️❤️‍🔥👑🌀🙌🏽🪄";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Will auch mal beissen.";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part, appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Lieb alles daran ❤️ so schön gesagt 🫶";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"happy Valentine ❤️.";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general greeting."
"Sogar beim Pizza essen 10/10🔥❤️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"happy valentine❤️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general greeting."
"Ahoi ⚓️❤️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Beautiful pictures🔥❤️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific body-related features. It is a general compliment about pictures."
"ich liebe dich";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is an expression of love."
"Ganz viel Liebe zurück 🫶🫶🫶❤️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is an expression of affection."
"Cool Granny Smith Style,denn so heißt die Apfelsorte die grün ist.😂";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It talks about a type of apple and does not mention any physical characteristics of a person."
"Stunning 🔥";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"Bombe 😍 🔥 🙌";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It uses general expressions and emojis without mentioning any physical characteristics."
"vosmidesyatiletniy";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Boah mega Outfit 💚💚💚💚";"Palina Rojinski";"female";"body-related";"The comment is body-related as it mentions clothing, which is a physical characteristic."
"Megaaa Outfit. Steht dir wie angegossen🙏💚🍀🌠🌠";"Palina Rojinski";"female";"body-related";"The comment is body-related as it mentions clothing and implies a compliment about how the outfit fits the person."
"Rote feder. Wie wirds Weda. Sagt man in bayern 🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts or physical characteristics."
"Amazing 😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features related to the body. It is a general expression of admiration."
"Grün grün grün ist alles was ich seh 💚🍀";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Ich liebe dich 😍😍😍😍😍😍😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It expresses affection without mentioning any physical characteristics."
"Mera,DC Comic, Yes";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It mentions a character and a comic book publisher."
"My heart burns🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any physical characteristics or body parts in the context of appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Tolle Frau mit toller Figur, die so ein Outfit an sich gut tragen kann. Gleichzeitig beißen sich für mich die vielen unterschiedlichen Grüntöne insgesamt zu doll! 🤷🏻‍♀️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It mentions appearance, figure, and clothing."
"Das nenne ich mal eine echt schöne Frau ❤️❤️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to the appearance of a woman."
"Killer dress 🔥";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to clothing."
"You look stunning 😍";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance."
"endless every one";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Das ist mal ne Farbe !!🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body part or physical characteristic."
"Mega👌🏻";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Scharf";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Ein sooo cooler Look🔥🔥";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to the person's appearance and clothing."
"Русалка....! 🧜‍♀️💚🧡💚";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It references a mythical creature known for its specific physical characteristics, such as a mermaid."
"Toll siehst du aus liebe Palina";"Palina Rojinski";"female";"body-related";"The comment is body-related as it comments on the appearance of Palina."
"So beautiful princess 👸 🔥";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance by calling someone 'beautiful' and 'princess'."
"Ähm... nein! 😵";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Amazing!";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"wowwwwww du schaus so super aus";"Palina Rojinski";"female";"body-related";"The comment is body-related as it compliments someone's appearance."
"🔥🔻WOW🔻🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"HOT, HOTTER 🔥, PALINSKI ❤️💫✨";"Palina Rojinski";"female";"body-related";"The comment is body-related as it implies attractiveness, which is a comment about appearance."
"Nss❤️❤️❤️❤️❤️❤️🔥🔥🔥🔥🔥👏👏👏😍😍😍😍😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific references to body-related features such as appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Hallo du wunderschöne Ariel";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's appearance by calling them 'wunderschöne' (beautiful)."
"Wow 🔥🔥🔥🔥😍😍😍😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It uses emojis to express excitement or admiration but does not mention any physical characteristics."
"transponirovannyy";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"russen furz";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Gey";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Wenn die Crackbank wieder Witze erzählt";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Sehr coole Fotos 😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Der Song 😂😂😂";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is about a song."
"Ich will diese Hose 😍";"Palina Rojinski";"female";"body-related";"The comment is body-related as it mentions clothing."
"😍Frau Rojinski alias Palinski, hast du denn mal irgendwie Zeit für 1 Date in Europa-Park's Ambiente zum Kennenlernen?😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is an invitation for a date without mentioning any physical characteristics."
"Einfach eine wunderschöne Frau 😘";"Palina Rojinski";"female";"body-related";"The comment is body-related. It comments on the appearance and gender of a person."
"😘hey Baby 🥰";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"Want to see something animalistic?";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Ich wünsche mir wieder mehr ✨ASTROLINSKI✨-Beiträge 😍, vermisse sie sehr 🥹…";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It expresses a desire for more content from a specific source."
"Cool.";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Palina du bist genauso hübsch wie deine Schwester ❣️❣️❣️❣️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It mentions appearance by calling someone 'hübsch' (pretty)."
"Muss das sein ,”?";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Wunderschön du!";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"Na super, jetzt seh ich jeden Tag die Krokusse wenn ich in meinem Parkplatz rein fahre";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It talks about seeing crocuses when parking."
"Boar ist Palina geil. ♥️😊";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It implies an opinion about someone's appearance."
"Megal süss... wie immer ❤️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It implies a compliment about appearance."
"Natürlich bist du hübsch 🔥 das weißt du doch ❤️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It mentions appearance by calling the person 'hübsch' (pretty)."
"Pipi strapse danke i love this Appl";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It mentions 'strapse' which refers to clothing related to the body."
"Beste Musik !";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is about music."
"❤️❤️❤️ Wow soooooooooo Nice Look";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance with 'Nice Look'."
"Wow 🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It is a general expression of excitement or admiration."
"Du siehst super aus wunderschön ❣️💕";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It comments on appearance."
"Du hast meine TAG DOCH AM ENDE GERETTET IC LIEBE DICH!! 👏🏼👏🏼👏🏼👏🏼❤️☦️❤️👏🏼👏🏼👏🏼👏🏼👁️🫵🏼👁️☀️☀️☀️☀️☀️☀️🗡️I LOVE HUMOR I REALLY DO!! Thx that you entertain us! FATHER LOVES IT!!";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts or physical characteristics."
"Wow 😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It does not name any body part or physical characteristic."
"Unglaublich, aber wahr, Palina ist in fast allem gut was Sie macht. Und sieht so gut aus.";"Palina Rojinski";"female";"body-related";"The comment is body-related. It mentions appearance with 'sieht so gut aus'."
"Vermisse dich";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Schlampinski ❤️❤️❤️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Wäre ich ein Promi mit 50mil auf dem Konto, dann klappt es auch mit Palina 😂";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"So ein guter Künstler Tame Impala.";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Immer wieder wow😍🔥😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific references to body-related features such as appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Vermisse deine aatrolinski Videos. Wird es mir durch instagram Algorithmus nicht mehr angezeigt oder kommen keine mehr?😢";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is about missing videos and the Instagram algorithm."
"https://www.youtube.com/@Freiheit555";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"ber ein muss ich jetzt mal loswerden. In letzter Zeit werden deine Fotos in einer Location gemacht. Das geht garnicht! Hintergrund ist fürchterlich. Ich will garnicht sagen was einem dazu einfällt.";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It criticizes the location and background of the photos, not any physical characteristics."
"ch wünsche dir auch noch schöne Rest Ostern.";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It does not contain any of the functions mentioned."
"Liegst du auf den Fliesen oder stehst du😂 . Sieht gut aus";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It mentions appearance with 'Sieht gut aus'."
"Most beautiful und entspannte Frau. Lg aus Wien";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It describes the appearance of a woman."
"Reizend schön! 🍀💌🌷🌹🍀";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body parts or physical characteristics."
"Du bist klasse! 💯👌😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general compliment without mentioning any physical characteristics."
"DIR AUCH MEIN SCHATZ 🐣❣️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a term of endearment without reference to physical characteristics."
"Falls wem fad ist... hab da eine deutsche ki Ausziehseite gefunden. Einfach mal machmichnackig googlen";"Palina Rojinski";"female";"body-related";"The comment is body-related as it refers to undressing, which is related to clothing and potentially appearance."
"Frohe Ostern 🐣🐰🌸❤️!!";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general holiday greeting."
"Amazing pictures 😉";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Puhhhh 💫";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"@palinski eine Augenweide 😉";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's appearance using the term 'Augenweide' which means 'feast for the eyes'."
"kassetnyy";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Du warst super bei The Masked Singer! Lass Dich von den Männern nicht irritieren, die versucht haben, dich zu veräppeln, dir aber nicht das Wasser reichen konnten. Ruth fehlt mir zwar, aber du machst das super und siehst wahnsinnig schön aus 🥰";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It mentions appearance by stating 'siehst wahnsinnig schön aus'."
"Wunderschön🔥🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain specific features of a body-related comment. It is a general compliment without mentioning any physical characteristics."
"Auf welchen Strich gehst du den ??? 🤭 was für ein Outfit 😅🤦‍♂️";"Palina Rojinski";"female";"body-related";"The comment is body-related as it mentions 'Outfit', which pertains to clothing."
"Umwerfend";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific features of a body-related comment. It is a general expression of admiration."
"...die einzige Frau, die jeden Tag hübscher wird. Und als Jurorin ebenfalls allererste Sahne!👏🏻🫶🏻✨️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It mentions appearance and gender."
"ch wünsche dir viel Freude! Xenia 💚🍀";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general well-wishing message."
"Beautiful lady ❤";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to the appearance and gender of a person."
"Peppa Wutz";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Eine bezauberd schöne Frau.❤️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to the appearance and gender of a person."
"😍😍😍 Danke Palina";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Würde Dich gerne Näher kennen lernen";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Hallo Palina, ich tippe bei den Flip Flops auf Joey Heindle und Luca Hänni, Elgonia ist für mich Inka Bause. Liebe Grüße";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It discusses individuals and their potential identities without mentioning any physical characteristics."
"Coole Fotos 😉";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general compliment about photos."
"queen ✨🫶🍬💓";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"du bist so eine heisse schnegge würd dich so gerne mal treffen";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's attractiveness, which is related to appearance."
"Danke, das Sie jetzt im Rateteam sitzen. 🙏";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general statement of gratitude."
"Pink Angel Pink ist absolut deine Farbe .Nice.💕💕💕💕💖💖💖🌸🌸🌸";"Palina Rojinski";"female";"body-related";"The comment is body-related as it mentions 'Pink ist absolut deine Farbe', which refers to clothing and appearance."
"Hübsche Maid";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to appearance."
"sexy Outfit,meine liebe...🔥❤️";"Palina Rojinski";"female";"body-related";"The comment is body-related. It mentions 'Outfit,' which is related to clothing and appearance."
"Wow Palina dein schöner Body macht mich happy ❤️❤️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It specifically mentions 'schöner Body' which refers to the person's body."
"Rrrrrrrrrrrr🔥🔥🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Wie kann man so gut ausschaun no cap no kizzi";"Palina Rojinski";"female";"body-related";"The comment is body-related as it talks about someone's appearance."
"Strumpfhose 👅";"Palina Rojinski";"female";"body-related";"The comment is body-related as it mentions 'Strumpfhose' (tights), which is a type of clothing."
"Saßen hinter dir,dein Parfüm war hammer😍";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It mentions the scent of a perfume, which is not a physical characteristic of a person."
"wieviel hast Du abgenomen?";"Palina Rojinski";"female";"body-related";"The comment is body-related as it discusses weight."
"Wow";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Kann ich mit ihnen reden?";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It does not contain any of the functions mentioned."
"Die Frau treibt sich nur rum 😂 aber Stück von der sehr gut aussehenden Torte würde ich nehmen 😮😂";"Palina Rojinski";"female";"not body-related";"The comment does not contain features of a body-related comment. It does not name any body parts or physical characteristics."
"Die schönste Frau Deutschlands 🔥";"Palina Rojinski";"female";"body-related";"The comment is body-related as it refers to a person's appearance and gender."
"Happy Birthday liebe Palina ❤️🥳🎉 alles erdenklich Gute";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It does not contain any mention of appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Alles Gute zum Geburtstag ❤️🔥";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general birthday wish."
"Great Taste";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any physical characteristics."
"Happy Birthday to you ❤️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general greeting."
"Wie gut das Du geboren bist,wir hätten Dich sonst sehr vermisst,ich wünsche Dir zum Geburtstag alles Liebe und Gute,und das alle Deine Wünsche in Erfüllung gehen 🎂🎂🎂🍰🍰🍰❤️❤️❤️";"Palina Rojinski";"female";"not body-related";"The comment is not body-related. It does not contain any references to appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Happy birthday 🎂🎂🎂";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general greeting."
"Ich dachte auch Enie wie du";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"Schade das Zuckerwatte raus ist";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not mention appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"Schon mal HAPPY BIRTHDAY 🔥❤️🙌 Ich geh mal pennen 😉🎂🥳 FEIERT SCHÖN! Alaaf";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is a general birthday greeting."
"Hi❤️";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Sorry Palina, wunderschön und unerreichbar 😍";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It implies a comment about appearance."
"Nice 👍";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It does not name any body part or physical characteristic."
"Sehr luftig. 🙂";"Palina Rojinski";"female";"not body-related";"The comment does not contain any specific reference to body-related features such as appearance, weight, clothing, build, skin color, hairstyle, gender, or other physical characteristics."
"😏Palina, darf ich dich zum Essen ausführ'n?😏";"Palina Rojinski";"female";"not body-related";"The comment does not contain any features of a body-related comment. It does not name any body part or physical characteristic."
"🙌ich liebe dich";"Palina Rojinski";"female";"not body-related";"The comment does not contain any body-related features. It is an expression of love."
"Tolle Outfit liebe Palina Palinski Sexy Frau 👏👏🔥🔥🔥";"Palina Rojinski";"female";"body-related";"The comment is body-related. It mentions clothing ('Outfit') and refers to the person as 'Sexy Frau,' which relates to appearance and gender."
"Bonita, bombón 😘😘";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It uses terms that refer to physical attractiveness."
"Woow.. Sehr schönes Foto 😮😍";"Palina Rojinski";"female";"not body-related";"The comment does not contain specific features of a body-related comment. It is a general compliment about the photo."
"Красавица ❤️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It refers to someone's appearance."
"Beine bis zur Sonne.❤️";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It names a body part ('Beine' which means 'legs')."
"Palinski Supermodel 😍😍😍😍😍";"Palina Rojinski";"female";"body-related";"The comment is body-related as it refers to someone as a 'supermodel,' which implies a comment on their appearance."
"Ich würde mal behaupten, Deutschlands schönste rothaarige Schönheit 💯";"Palina Rojinski";"female";"body-related";"The comment contains features of a body-related comment. It mentions hair color and describes someone's appearance as beautiful."
